National Database Number,Common Name,Species,State,Observation Date,Length,Latitude,Longitude,
AK-2015-1174687,"Whale, humpback",novaeangliae,AK,2015-07-13,0,58.12861,-154.30389,
AK-2015-1174688,"Whale, humpback",novaeangliae,AK,2015-07-13,0,56.88811,-152.55722,
AK-2015-1175206,"Whale, gray",robustus,AK,2015-08-07,0,64.27,-166.45,
AK-2015-1175207,"Whale, humpback",novaeangliae,AK,2015-08-01,0,54.91667,-162.31556,
AK-2015-1175311,"Whale, gray",robustus,AK,2015-07-27,609,59.803333,-141.127502,
AK-2015-1175334,"Whale, gray",robustus,AK,2015-08-18,0,70.82899,-159.47488,
AK-2015-1175336,"Whale, bowhead",mysticetus,AK,2015-08-18,0,70.87483,-159.17348,
AK-2015-1175339,"Whale, gray",robustus,AK,2015-08-20,0,71.92701,-162.5123,
AK-2015-1175340,"Whale, minke",acutorostrata,AK,2015-08-11,742,64.42622,-164.99133,
AK-2015-1175342,"Whale, humpback",novaeangliae,AK,2015-07-28,0,57.33358,-152.33137,
AK-2015-1175645,"Whale, humpback",novaeangliae,AK,2015-07-25,300,56.4723,-148.099,
AK-2015-1175954,"Whale, humpback",novaeangliae,AK,2015-08-26,940,57.31554,-133.82572,
AK-2015-1175955,"Whale, humpback",novaeangliae,AK,2015-06-14,0,56.58389,-157.24427,
AK-2015-1175959,"Whale, gray",robustus,AK,2015-09-02,0,70.74195,-159.7713,
AK-2015-1175960,"Whale, gray",robustus,AK,2015-09-02,0,70.91496,-158.7622,
AK-2015-1175963,"Whale, gray",robustus,AK,2015-07-07,0,71.20107,-156.9998,
AK-2015-1175971,"Whale, humpback",novaeangliae,AK,2015-08-30,0,54.53333,-161.81667,
AK-2015-1176478,"Whale, minke",acutorostrata,AK,2015-08-25,0,60.05798,-143.30693,
AK-2015-1176486,"Whale, humpback",novaeangliae,AK,2015-09-12,0,55.24383,-132.0767,
AK-2015-1176487,"Whale, gray",robustus,AK,2015-09-18,0,68.37773,-166.6596,
AK-2015-1176572,"Whale, bowhead",mysticetus,AK,2015-09-21,0,70.78887,-168.7236,
AK-2015-1176580,"Whale, humpback",novaeangliae,AK,2015-09-02,0,55.12444,-161.74417,
AK-2015-1176582,"Whale, bowhead",mysticetus,AK,2015-08-23,0,70.82737,-146.7204,
AK-2015-1176714,"Whale, bowhead",mysticetus,AK,2015-09-27,0,71.41465,-159.031,
AK-2015-1176718,"Whale, humpback",novaeangliae,AK,2015-04-24,0,57.37306,-152.26353,
AK-2015-1176922,"Whale, bowhead",mysticetus,AK,2015-10-04,0,71.28084,-158.512,
AK-2015-1176923,"Whale, bowhead",mysticetus,AK,2015-10-04,0,71.38576,-155.3611,
AK-2015-1176924,"Whale, bowhead",mysticetus,AK,2015-10-04,0,71.33069,-153.7535,
AK-2015-1177144,"Whale, bowhead",mysticetus,AK,2015-10-03,0,72.66067,-164.883,
AK-2015-1177145,"Whale, bowhead",mysticetus,AK,2015-10-03,0,72.11833,-164.33617,
AK-2015-1177787,"Whale, fin",physalus,AK,2015-09-27,0,61.2427,-149.88827,
AK-2015-1177803,"Whale, fin",physalus,AK,2015-06-17,0,56.63736,-156.49341,
AK-2015-1178014,"Whale, gray",robustus,AK,2015-07-13,0,71.2841,-156.81744,
AK-2015-1178016,"Whale, bowhead",mysticetus,AK,2015-07-13,0,71.19702,-156.99093,
AK-2015-1178019,"Whale, gray",robustus,AK,2015-07-28,0,70.99,-154.56807,
AK-2015-1178030,"Whale, gray",robustus,AK,2015-09-04,0,71.38615,-156.47922,
AK-2015-1178784,"Whale, killer",orca,AK,2015-10-15,435,57.00735,-133.33616,
AK-2015-1178789,"Whale, bowhead",mysticetus,AK,2015-10-27,0,70.99151,-162.3536,
AK-2015-1178791,"Whale, bowhead",mysticetus,AK,2015-10-27,0,72.01669,-165.377,
AK-2015-1178961,"Whale, humpback",novaeangliae,AK,2015-10-20,0,53.9555,-166.4943,
AK-2015-1178965,"Whale, humpback",novaeangliae,AK,2015-09-24,0,57.18285,-153.28278,
AK-2015-1179302,"Whale, killer",orca,AK,2015-11-11,244,58.6367,-134.94687,
AK-2015-1179659,"Whale, minke",acutorostrata,AK,2015-11-01,770,65.61655,-168.11139,
AK-2015-1179717,"Whale, minke",acutorostrata,AK,2015-08-11,742,64.44225,-164.97331,
AK-2015-1207969,"Whale, bowhead",mysticetus,AK,2015-10-04,305,69.0193464,-177.2430539,
AK-2015-1245396,"Whale, fin",physalus,AK,2015-06-06,1800,55.83202,-155.57612,
NE-2005-1042151,"Whale, fin",physalus,MA,2005-01-04,1639,41.363,-69.82,
NE-2005-1042731,"Whale, right, North Atlantic",glacialis,VA,2005-03-03,1380,37.24609,-75.80589,
NE-2005-1043647,"Whale, fin",physalus,VA,2005-03-26,1625,36.75704,-75.94794,
NE-2005-1043829,"Whale, right, North Atlantic",glacialis,EZ,2005-01-09,540,40.9233,-68.61,
NE-2005-1044049,"Whale, fin",physalus,NY,2005-04-03,1880,40.8564,-72.4297,
NE-2005-1044435,"Whale, right, North Atlantic",glacialis,MA,2005-04-28,1470,41.5774,-69.9913,
NE-2005-1044743,"Whale, minke",acutorostrata,EZ,2005-06-12,0,4032.68,7010.27,
NE-2005-1045779,"Whale, right, North Atlantic",glacialis,NY,2005-07-02,1400,40.9211,-72.2531,
NE-2005-1045895,"Whale, humpback",novaeangliae,MD,2005-06-14,360,38.31,-74.9717,
NE-2005-1046055,"Whale, minke",acutorostrata,EZ,2005-07-11,156,4348.02,6828.016,
NE-2005-1046503,"Whale, humpback",novaeangliae,EZ,2005-07-12,0,41.283333,-68.616667,
NE-2005-1046649,"Whale, minke",acutorostrata,VA,2005-06-19,460,36.80351,-75.96298,
NE-2005-1046727,"Whale, humpback",novaeangliae,VA,2005-07-01,0,37.76472,-75.54003,
NE-2005-1046899,"Whale, humpback",novaeangliae,EZ,2005-07-21,1100,43.583333,-68.75,
NE-2005-1046931,"Whale, minke",acutorostrata,NJ,2005-05-23,234,40.6792,-74.1457,
NE-2005-1047439,"Whale, minke",acutorostrata,EZ,2005-08-02,276,42.852,-70.3335,
NE-2005-1047689,"Whale, minke",acutorostrata,NJ,2005-07-26,196,38.9853,-74.9767,
NE-2005-1048137,"Whale, minke",acutorostrata,EZ,2005-07-21,312,42.733333,-70.213333,
NE-2005-1048185,"Whale, fin",physalus,NJ,2005-08-23,1370,40.67,-74.1414,
NE-2005-1049529,"Whale, humpback",novaeangliae,ME,2005-09-03,330,44.469,-67.7343,
NE-2005-1049541,"Whale, fin",physalus,EZ,2005-09-09,720,41.0117,-69.1867,
NE-2005-1049873,"Whale, minke",acutorostrata,RI,2005-07-25,400,41.4685,-71.2967,
NE-2005-1050141,"Whale, humpback",novaeangliae,EZ,2005-10-01,0,41.666667,-66.9,
NE-2005-1051119,"Whale, minke",acutorostrata,RI,2005-07-30,390,41.4636,-71.1934,
NE-2005-1051293,"Whale, minke",acutorostrata,ME,2005-09-25,775,4344.85,6957,
NE-2005-1051479,"Whale, minke",acutorostrata,ME,2005-09-21,716,4439.56,6714.68,
NE-2005-1052815,"Whale, minke",acutorostrata,NJ,2005-10-04,163,40.1942,-74.0075,
NE-2005-1056499,"Whale, minke",acutorostrata,RI,2005-08-02,244,41.46845,-71.29665,
NE-2006-1056503,"Whale, humpback",novaeangliae,VA,2006-03-17,998,36.87185,-75.97914,
NE-2006-1056909,"Whale, minke",acutorostrata,NJ,2006-04-22,318,40.144425,-74.022964,
NE-2006-1057021,"Whale, sei",borealis,MD,2006-04-17,1088,39.0185,-76.3901,
NE-2006-1057315,"Whale, fin",physalus,EZ,2006-04-14,600,40.7,-67.7333,
NE-2006-1057325,"Whale, humpback",novaeangliae,EZ,2006-04-14,420,40.4,-69.4844,
NE-2006-1057591,"Whale, minke",acutorostrata,EZ,2006-04-14,300,40.424666,-73.779166,
NE-2006-1057595,"Whale, minke",acutorostrata,EZ,2006-04-27,240,40.548333,-69.97,
NE-2006-1057599,"Whale, sperm",macrocephalus,EZ,2006-05-23,0,43.625,-69.15,
NE-2006-1057601,"Whale, sperm",macrocephalus,EZ,2006-05-30,540,41.566666,-68.05,
NE-2006-1057735,"Whale, minke",acutorostrata,RI,2006-06-02,350,41.4751,-71.1915,
NE-2006-1058159,"Whale, fin",physalus,DE,2006-05-10,1676,38.5201,-75.0531,
NE-2006-1059095,"Whale, humpback",novaeangliae,EZ,2006-07-10,444,41.955,-67.291666,
NE-2006-1059097,"Whale, humpback",novaeangliae,EZ,2006-07-10,0,41.716666,-67.099999,
NE-2006-1059119,"Whale, minke",acutorostrata,MA,2006-07-02,386,41.76119,-70.48878,
NE-2006-1059633,"Whale, humpback",novaeangliae,EZ,2006-08-01,360,41.42,-71.19,
NE-2006-1060003,"Whale, humpback",novaeangliae,EZ,2006-08-12,0,41.0483,-67.7583,
NE-2006-1060081,"Whale, minke",acutorostrata,NJ,2006-08-22,137,39.372222,-74.40906,
NE-2006-1060083,"Whale, minke",acutorostrata,NJ,2006-08-24,167,40.445,-74.00817,
NE-2006-1060443,"Whale, fin",physalus,RI,2006-09-05,1650,41.1958,-71.5625,
NE-2006-1060493,"Whale, humpback",novaeangliae,EZ,2006-09-22,480,41.918333,-67.019999,
NE-2006-1060547,"Whale, humpback",novaeangliae,ME,2006-07-20,288,44.16,-67.8519,
NE-2006-1060835,"Whale, humpback",novaeangliae,NJ,2006-09-27,414,38.971285,-74.82645,
NE-2006-1061347,"Whale, humpback",novaeangliae,EZ,2006-08-20,0,42,-67.75,
NE-2006-1061359,"Whale, humpback",novaeangliae,EZ,2006-08-20,0,42,-67.75,
NE-2006-1061431,"Whale, humpback",novaeangliae,EZ,2006-08-21,360,41.630333,-66.970333,
NE-2006-1061433,"Whale, humpback",novaeangliae,EZ,2006-08-22,0,41.75,-66.816666,
NE-2006-1061497,"Whale, humpback",novaeangliae,EZ,2006-09-05,0,42.065,-68.251666,
NE-2006-1061521,"Whale, sei",borealis,MA,2006-05-16,480,41.348,-70.483,
NE-2006-1061719,"Whale, humpback",novaeangliae,MA,2006-09-26,420,41.21,-70.12,
NE-2006-1061753,"Whale, humpback",novaeangliae,EZ,2006-09-06,0,42.065,-68.251666,
NE-2006-1062773,"Whale, humpback",novaeangliae,EZ,2006-11-21,360,41.066666,-66.933333,
NE-2006-1063093,"Whale, humpback",novaeangliae,EZ,2006-11-26,360,41.333333,-69.166666,
NE-2006-1063341,"Whale, humpback",novaeangliae,VA,2006-08-05,642,36.73014,-75.93729,
NE-2006-1063425,"Whale, humpback",novaeangliae,DE,2006-10-15,1005,38.7754,-75.0841,
NE-2006-1063725,"Whale, humpback",novaeangliae,MA,2006-12-25,282,42.25,-69.96,
NE-2006-1064455,"Whale, fin",physalus,ME,2006-07-25,360,43.903333,-69.183333,
NE-2006-1067559,"Whale, right, North Atlantic",glacialis,EZ,2006-05-18,1140,40.7916,-71.8295,
NE-2007-1066657,"Whale, fin",physalus,VA,2007-03-25,1798,36.87923,-76.33056,
NE-2007-1066713,"Whale, sperm",macrocephalus,NY,2007-04-30,1130,40.808,-72.59447,
NE-2007-1066763,"Whale, minke",acutorostrata,NY,2007-04-17,417,40.66697,-74.00152,
NE-2007-1067299,"Whale, humpback",novaeangliae,MA,2007-05-13,930,42.63508,-70.59857,
NE-2007-1067305,"Whale, humpback",novaeangliae,VA,2007-05-10,1250,37.610474,-75.45975,
NE-2007-1067451,"Whale, fin",physalus,NJ,2007-05-24,279,40.672173,-74.133264,
NE-2007-1067933,"Whale, humpback",novaeangliae,EZ,2007-05-30,1000,41.55833,-69.02,
NE-2007-1068067,"Whale, minke",acutorostrata,EZ,2007-06-15,640,42.15942,-70.41065,
NE-2007-1068093,"Whale, minke",acutorostrata,EZ,2007-06-18,460,43.20717,-69.6955,
NE-2007-1068213,"Whale, minke",acutorostrata,MA,2007-06-20,410,41.6638,-70.0748,
NE-2007-1068277,"Whale, sperm",macrocephalus,ME,2007-07-02,498,44.328333,-67.588333,
NE-2007-1068313,"Whale, minke",acutorostrata,MA,2007-05-17,300,41.37,-70.5,
NE-2007-1068389,"Whale, minke",acutorostrata,RI,2007-07-06,432,41.369167,-71.495833,
NE-2007-1068391,"Whale, minke",acutorostrata,RI,2007-07-07,457,41.454167,-71.195833,
NE-2007-1068641,"Whale, minke",acutorostrata,ME,2007-07-10,513,43.372,-70.421,
NE-2007-1068695,"Whale, humpback",novaeangliae,EZ,2007-07-03,0,40.55,-70.76667,
NE-2007-1069025,"Whale, humpback",novaeangliae,MA,2007-06-24,985,42.1666,-70.2393,
NE-2007-1069895,"Whale, minke",acutorostrata,MA,2007-08-05,430,41.9994,-70.1196,
NE-2007-1069897,"Whale, humpback",novaeangliae,MA,2007-08-11,915,41.8993,-69.9472,
NE-2007-1070249,"Whale, humpback",novaeangliae,ME,2007-07-25,312,44.343333,-67.75,
NE-2007-1070315,"Whale, minke",acutorostrata,ME,2007-07-09,156,44.053333,-68.865,
NE-2007-1070821,"Whale, sei",borealis,MA,2007-05-30,1440,42.5636,-70.7694,
NE-2007-1070823,"Whale, minke",acutorostrata,MA,2007-06-16,276,41.4533,-70.5167,
NE-2007-1071109,"Whale, fin",physalus,NY,2007-09-10,0,40.6225,-73.2606,
NE-2007-1072065,"Whale, minke",acutorostrata,ME,2007-08-01,180,44,68,
NE-2007-1073271,"Whale, humpback",novaeangliae,EZ,2007-07-24,0,41.73333,-67.2,
NE-2007-1073353,"Whale, humpback",novaeangliae,EZ,2007-08-28,0,41.835,-67.88667,
NE-2007-1073355,"Whale, humpback",novaeangliae,EZ,2007-08-29,0,42.21667,-69.11667,
NE-2007-1073357,"Whale, minke",acutorostrata,EZ,2007-09-05,410,41.434,-71.388,
NE-2007-1073365,"Whale, humpback",novaeangliae,EZ,2007-10-09,0,41.67833,-67.12833,
NE-2007-1073367,"Whale, humpback",novaeangliae,EZ,2007-11-18,0,39.98,-68.63217,
NE-2007-1074289,"Whale, minke",acutorostrata,ME,2007-11-25,822,43.70178,-69.83418,
NE-2007-1074315,"Whale, humpback",novaeangliae,MD,2007-10-21,706,38,75,
NE-2007-1077033,"Whale, fin",physalus,EZ,2007-12-09,1140,40.51667,-68.71667,
NE-2007-1079595,"Whale, fin",physalus,MA,2007-09-26,480,40.98,-70.768,
NE-2008-1073653,"Whale, humpback",novaeangliae,NY,2008-01-20,0,40.8471,-72.4668,
NE-2008-1077013,"Whale, humpback",novaeangliae,EZ,2008-01-17,0,40.39,-70.445,
NE-2008-1078631,"Whale, humpback",novaeangliae,EZ,2008-06-09,0,41.75333,-66.80333,
NE-2008-1078861,"Whale, minke",acutorostrata,MA,2008-06-14,465,41.78881,-69.9354,
NE-2008-1079009,"Whale, minke",acutorostrata,NY,2008-05-15,0,40.59666,-73.02833,
NE-2008-1079243,"Whale, humpback",novaeangliae,MD,2008-02-06,0,38.22167,-73.68,
NE-2008-1079269,"Whale, humpback",novaeangliae,NY,2008-02-10,0,40.60167,-70.74167,
NE-2008-1079307,"Whale, minke",acutorostrata,MA,2008-05-01,0,42.04448,-67.62392,
NE-2008-1079319,"Whale, humpback",novaeangliae,MA,2008-05-30,0,41.7969,-66.85698,
NE-2008-1079325,"Whale, humpback",novaeangliae,MA,2008-06-13,0,40.75,-68.86667,
NE-2008-1080391,"Whale, minke",acutorostrata,RI,2008-08-05,435,41.4853,-71.2799,
NE-2008-1080591,"Whale, humpback",novaeangliae,MA,2008-06-30,0,41.7275,-66.78889,
NE-2008-1080593,"Whale, humpback",novaeangliae,MA,2008-07-11,0,41.58333,-66.8,
NE-2008-1080595,"Whale, humpback",novaeangliae,MA,2008-07-11,0,41.68333,-66.71667,
NE-2008-1080807,"Whale, fin",physalus,NJ,2008-07-02,583,40.316898,-73.975989,
NE-2008-1081619,"Whale, minke",acutorostrata,RI,2008-09-05,305,41.4931,-71.1972,
NE-2008-1081983,"Whale, fin",physalus,NJ,2008-08-22,656,39.801231,-74.091513,
NE-2008-1083061,"Whale, humpback",novaeangliae,ME,2008-06-13,1000,43.95,-67.6833,
NE-2008-1083167,"Whale, minke",acutorostrata,ME,2008-07-04,300,44.01,-68.64,
NE-2008-1083183,"Whale, humpback",novaeangliae,ME,2008-07-15,700,44.6,-67.4166,
NE-2008-1083299,"Whale, minke",acutorostrata,ME,2008-09-04,216,44.15931,-67.8382,
NE-2008-1083301,"Whale, humpback",novaeangliae,ME,2008-09-08,972,44.4881,-67.6671,
NE-2008-1083425,"Whale, humpback",novaeangliae,MD,2008-11-04,1014,38.2083,-75.1472,
NE-2008-1084495,"Whale, fin",physalus,MA,2008-11-29,1305,41.42328,-70.90841,
NE-2008-1090577,"Whale, humpback",novaeangliae,MA,2008-09-16,330,42.015,-70.28833,
NE-2008-1091469,"Whale, humpback",novaeangliae,MA,2008-10-08,1000,41.26,-68.3516,
NE-2008-1091495,"Whale, humpback",novaeangliae,MA,2008-10-24,0,41.81,-69.426,
NE-2009-1087043,"Whale, sperm",macrocephalus,NY,2009-02-11,403,40.5431,-73.9392,
NE-2009-1087187,"Whale, fin",physalus,MA,2009-02-05,1221,41.80401,-70.00687,
NE-2009-1087977,"Whale, right, North Atlantic",glacialis,MA,2009-02-25,1400,41.455,-68.74833,
NE-2009-1088325,"Whale, humpback",novaeangliae,MD,2009-03-07,894,38.14518,-75.17267,
NE-2009-1089035,"Whale, humpback",novaeangliae,VA,2009-03-20,154,37.99426,-75.26852,
NE-2009-1089905,"Whale, humpback",novaeangliae,VA,2009-04-17,360,36.6783,-75.1967,
NE-2009-1091155,"Whale, minke",acutorostrata,NJ,2009-05-26,322,40.078206,-74.040127,
NE-2009-1093605,"Whale, fin",physalus,MA,2009-05-21,1546,42.04969,-70.22264,
NE-2009-1099087,"Whale, humpback",novaeangliae,RI,2009-06-14,1250,41.4736,-71.1623,
NE-2009-1099807,"Whale, humpback",novaeangliae,NJ,2009-07-27,324,40.334023,-73.973266,
NE-2009-1099907,"Whale, minke",acutorostrata,DE,2009-08-08,696,38.79472,-75.09333,
NE-2009-1100481,"Whale, humpback",novaeangliae,VA,2009-09-26,815,37.26494,-76.41495,
NE-2009-1100693,"Whale, humpback",novaeangliae,ME,2009-07-20,540,43.8115,-69.0083,
NE-2009-1100735,"Whale, humpback",novaeangliae,RI,2009-08-21,820,41.469,-71.196,
NE-2009-1101151,"Whale, sei",borealis,MA,2009-05-01,480,41.349,-70.524,
NE-2009-1102679,"Whale, fin",physalus,NJ,2009-10-01,540,40.657996,-74.149492,
NE-2009-1103183,"Whale, humpback",novaeangliae,NY,2009-03-27,0,40.8475,-72.4637,
NE-2009-1103341,"Whale, humpback",novaeangliae,NY,2009-04-09,0,40.5584,-73.9923,
NE-2009-1104025,"Whale, sei",borealis,DE,2009-05-20,1272,38.64888,-75.06862,
NE-2009-1106707,"Whale, humpback",novaeangliae,MA,2009-09-13,200,42.27,-70.68,
NE-2009-1106731,"Whale, humpback",novaeangliae,MA,2009-09-27,240,41.3507,-70.492,
NE-2009-1118643,"Whale, humpback",novaeangliae,MA,2009-08-17,0,41.7083,-69.4513,
NE-2009-1118644,"Whale, minke",acutorostrata,MA,2009-08-17,200,42.4516,-70.481,
NE-2009-1118645,"Whale, right, North Atlantic",glacialis,NJ,2009-08-18,660,40.05721,-72.32258,
NE-2009-1118785,"Whale, right, North Atlantic",glacialis,MA,2009-12-19,0,40.95,-68.95,
NE-2009-1119563,"Whale, humpback",novaeangliae,MA,2009-08-27,905,41.496,-69.025,
NE-2010-1108053,"Whale, humpback",novaeangliae,MD,2010-03-13,817,38.324414,-75.085194,
NE-2010-1109467,"Whale, humpback",novaeangliae,NY,2010-04-06,939,40.9454,-72.187,
NE-2010-1116121,"Whale, humpback",novaeangliae,NY,2010-06-10,960,40.5997,-73.4715,
NE-2010-1116290,"Whale, humpback",novaeangliae,MA,2010-02-26,0,42.264,-70.825,
NE-2010-1117971,"Whale, minke",acutorostrata,VA,2010-04-02,333,37.46345,-75.66709,
NE-2010-1118682,"Whale, humpback",novaeangliae,MD,2010-07-04,874,38.336533,-75.081,
NE-2010-1119345,"Whale, minke",acutorostrata,VA,2010-04-20,310,37.17245,-75.83671,
NE-2010-1119473,"Whale, humpback",novaeangliae,VA,2010-05-05,760,37.196793,-76.040483,
NE-2010-1119635,"Whale, right, North Atlantic",glacialis,ME,2010-07-02,397,44.3625,-67.3345,
NE-2010-1119682,"Whale, fin",physalus,DE,2010-03-19,1859,38.480278,-75.050278,
NE-2010-1119692,"Whale, right, North Atlantic",glacialis,NJ,2010-06-27,1376,38.900278,-74.1,
NE-2010-1119791,"Whale, humpback",novaeangliae,MA,2010-01-14,0,42.095,-68.003,
NE-2010-1119813,"Whale, humpback",novaeangliae,NY,2010-05-21,0,39.556,-71.708,
NE-2010-1119934,"Whale, minke",acutorostrata,ME,2010-05-24,360,44.02,-68.101666,
NE-2010-1120243,"Whale, humpback",novaeangliae,MA,2010-05-28,1120,41.350408,-70.588939,
NE-2010-1122667,"Whale, humpback",novaeangliae,MA,2010-09-09,820,42.16503,-70.301483,
NE-2010-1124532,"Whale, humpback",novaeangliae,RI,2010-05-08,975,41.36,-71.4866,
NE-2010-1125181,"Whale, fin",physalus,DE,2010-09-03,945,38.796389,-75.089444,
NE-2010-1126000,"Whale, minke",acutorostrata,NY,2010-07-08,570,40.6202,-72.3852,
NE-2010-1126890,"Whale, minke",acutorostrata,MA,2010-12-17,694,41.725,-70.3083,
NE-2010-1129057,"Whale, humpback",novaeangliae,MA,2010-07-01,1000,42.0916,-67.6916,
NE-2010-1129060,"Whale, humpback",novaeangliae,MA,2010-08-26,1000,41.6365,-69.6596,
NE-2010-1129063,"Whale, humpback",novaeangliae,NJ,2010-11-02,1000,40.2443,-73.90183,
NE-2011-1129701,"Whale, fin",physalus,NH,2011-01-01,1000,43.1783,-68.4176,
NE-2011-1129702,"Whale, humpback",novaeangliae,MA,2011-01-14,1000,41.35,-68.76,
NE-2011-1129703,"Whale, right, North Atlantic",glacialis,MD,2011-03-17,1000,37.9083,-75.123,
NE-2011-1130639,"Whale, sei",borealis,VA,2011-03-27,1317,36.69947,-75.92539,
NE-2011-1130655,"Whale, humpback",novaeangliae,VA,2011-04-15,760,36.700633,-75.919667,
NE-2011-1131590,"Whale, minke",acutorostrata,DE,2011-05-26,303,38.4652,-75.05,
NE-2011-1133901,"Whale, humpback",novaeangliae,NJ,2011-05-28,349,39.811788,-74.089717,
NE-2011-1133919,"Whale, sperm",macrocephalus,MA,2011-07-12,1547,41.66081,-69.98849,
NE-2011-1134203,"Whale, minke",acutorostrata,ME,2011-05-25,247,43.467205,-70.356118,
NE-2011-1134710,"Whale, minke",acutorostrata,MA,2011-05-06,530,41.3667,-70.8667,
NE-2011-1134815,"Whale, humpback",novaeangliae,RI,2011-05-05,825,41.45998,-71.19521,
NE-2011-1134913,"Whale, minke",acutorostrata,ME,2011-07-07,180,44.202222,-67.667778,
NE-2011-1134915,"Whale, minke",acutorostrata,ME,2011-07-12,272,43.9667,-68.1333,
NE-2011-1134919,"Whale, minke",acutorostrata,ME,2011-08-11,276,44.50125,-67.514917,
NE-2011-1135101,"Whale, minke",acutorostrata,NY,2011-08-29,611,40.78371,-72.75379,
NE-2011-1135104,"Whale, sperm",macrocephalus,NY,2011-07-23,560,41.03921,-71.9091,
NE-2011-1135106,"Whale, fin",physalus,NY,2011-06-08,1465,40.584,-73.713,
NE-2011-1135790,"Whale, humpback",novaeangliae,MA,2011-07-15,432,41.273002,-70.234254,
NE-2011-1135841,"Whale, minke",acutorostrata,NJ,2011-05-23,152,40.131284,-74.028143,
NE-2011-1136262,"Whale, minke",acutorostrata,ME,2011-09-26,186,44.331748,-68.032504,
NE-2011-1136520,"Whale, minke",acutorostrata,NJ,2011-08-04,207,40.436457,-74.083312,
NE-2011-1136603,"Whale, minke",acutorostrata,NJ,2011-08-26,132,40.452291,-74.002563,
NE-2011-1136860,"Whale, sperm",macrocephalus,VA,2011-10-23,0,37.129618,-75.883878,
NE-2011-1136905,"Whale, sperm",macrocephalus,MA,2011-07-05,540,41.668,-69.9989,
NE-2011-1136918,"Whale, minke",acutorostrata,MA,2011-10-03,360,42.526895,-70.799793,
NE-2011-1138087,"Whale, minke",acutorostrata,MA,2011-10-06,803,42.081,-70.2186,
NE-2011-1138093,"Whale, minke",acutorostrata,MA,2011-09-26,522,41.93059,-70.06828,
NE-2011-1140173,"Whale, minke",acutorostrata,MA,2011-07-15,467,42.093,-70.1416,
NE-2011-1142589,"Whale, minke",acutorostrata,MA,2011-06-19,0,41.5383,-69.8466,
NE-2011-1142590,"Whale, minke",acutorostrata,MD,2011-03-01,0,38.118,-74.586,
NE-2011-1143064,"Whale, minke",acutorostrata,MA,2011-11-02,800,41.9349,-70.536,
NE-2011-1143177,"Whale, humpback",novaeangliae,MA,2011-07-10,1000,41.4853,-69.7885,
NE-2011-1143178,"Whale, humpback",novaeangliae,MA,2011-07-02,1000,42.08116,-70.31833,
NE-2011-1143502,"Whale, fin",physalus,NY,2011-09-21,1219,39.536,-72.3246,
NE-2011-1143595,"Whale, minke",acutorostrata,NH,2011-10-06,607,43.9855,-68.9378,
NE-2011-1143699,"Whale, minke",acutorostrata,ME,2011-11-09,0,43.9143,-69.3062,
NE-2012-1138970,"Whale, fin",physalus,NJ,2012-01-23,722,39.275687,-74.567475,
NE-2012-1139496,"Whale, minke",acutorostrata,MD,2012-02-23,350,38.357245,-75167431,
NE-2012-1139808,"Whale, right, North Atlantic",glacialis,MA,2012-03-02,1524,42.713,-69.281,
NE-2012-1139819,"Whale, fin",physalus,VA,2012-02-19,1271,36.956239,-75.252205,
NE-2012-1141743,"Whale, minke",acutorostrata,MA,2012-03-16,720,42.6861,-70.7597,
NE-2012-1144190,"Whale, minke",acutorostrata,NJ,2012-06-23,230,40.681301,-74.140752,
NE-2012-1144627,"Whale, minke",acutorostrata,RI,2012-06-25,454,41.363535,-71.499494,
NE-2012-1144628,"Whale, humpback",novaeangliae,RI,2012-07-20,650,41.357999,-71.495075,
NE-2012-1144752,"Whale, minke",acutorostrata,ME,2012-05-16,324,43.558441,-70.208096,
NE-2012-1144765,"Whale, minke",acutorostrata,ME,2012-06-03,300,43.538376,-70.348334,
NE-2012-1144812,"Whale, minke",acutorostrata,RI,2012-06-21,330,41.366283,-71.520816,
NE-2012-1144896,"Whale, minke",acutorostrata,MD,2012-04-12,400,37.979173,-75.638598,
NE-2012-1144983,"Whale, minke",acutorostrata,NJ,2012-07-30,240,40.780586,-74.268221,
NE-2012-1145284,"Whale, humpback",novaeangliae,VA,2012-09-26,1085,37.867626,-75.43333,
NE-2012-1145287,"Whale, sperm",macrocephalus,ME,2012-08-14,1524,44.308667,-68.046333,
NE-2012-1145289,"Whale, humpback",novaeangliae,ME,2012-08-24,1219,44.17667,-68.085278,
NE-2012-1145367,"Whale, humpback",novaeangliae,ME,2012-06-29,688,44.2333,-68.235278,
NE-2012-1145513,"Whale, minke",acutorostrata,MA,2012-04-13,0,42.0518,-70.0283,
NE-2012-1145514,"Whale, sperm",macrocephalus,MA,2012-05-03,0,41.405,-66.213,
NE-2012-1145515,"Whale, humpback",novaeangliae,MA,2012-05-20,0,43.00999,-67.8293,
NE-2012-1145676,"Whale, sperm",macrocephalus,VA,2012-07-15,0,37.7269,-74.3489,
NE-2012-1146055,"Whale, humpback",novaeangliae,ME,2012-08-01,762,43.991483,-69.117034,
NE-2012-1146056,"Whale, minke",acutorostrata,ME,2012-08-16,304,43.795633,-70.043678,
NE-2012-1146057,"Whale, minke",acutorostrata,ME,2012-07-22,500,43.741833,-69.789684,
NE-2012-1146063,"Whale, minke",acutorostrata,ME,2012-10-04,731,43.6868,-70.1163,
NE-2012-1146094,"Whale, fin",physalus,NY,2012-08-10,1740,40.8308,-72.5144,
